SAMP_SITE_NAME,SAMP_DATE,WeightedConc
199-D1-1,2014-02-01,36.06763135271731
199-D1-1,2014-03-01,39.548693014673894
199-D1-1,2014-04-01,47.2110646812031
199-D1-1,2014-05-01,58.63750251996166
199-D1-1,2014-06-01,68.85485915389901
199-D1-1,2014-07-01,78.32264513593992
199-D1-1,2014-08-01,92.23207816667686
199-D1-1,2014-09-01,115.20245053718949
199-D1-1,2014-10-01,144.00576509246284
199-D1-1,2014-11-01,159.00763957474157
199-D1-1,2014-12-01,146.16537150391673
199-D1-1,2015-01-01,117.89468217445562
199-D1-1,2015-02-01,86.98131720411729
199-D1-1,2015-03-01,65.1393210765194
199-D1-1,2015-04-01,46.10888779906478
199-D1-1,2015-05-01,32.270210699658804
199-D1-1,2015-06-01,22.390182715778284
199-D1-1,2015-07-01,16.692885252220698
199-D1-1,2015-08-01,13.76942452246124
199-D1-1,2015-09-01,12.51717753535243
199-D1-1,2015-10-01,14.44323135027038
199-D1-1,2015-11-01,19.807387344843455
199-D1-1,2015-12-01,25.994684247735233
199-D1-1,2016-01-01,30.804125584750793
199-D1-1,2016-02-01,35.017510836965776
199-D1-1,2016-03-01,39.022502688208796
199-D1-1,2016-04-01,41.60588489984072
199-D1-1,2016-05-01,39.900179264104445
199-D1-1,2016-06-01,37.69954377065123
199-D1-1,2016-07-01,42.327730622593435
199-D1-1,2016-08-01,50.08375186536753
199-D1-1,2016-09-01,54.45752316078856
199-D1-1,2016-10-01,57.34154830810134
199-D1-1,2016-11-01,57.31230202366993
199-D1-1,2016-12-01,56.135117324633825
199-D1-1,2017-01-01,56.52337974863585
199-D1-1,2017-02-01,58.390834359788876
199-D1-1,2017-03-01,63.56742409521054
199-D1-1,2017-04-01,66.07139733503087
199-D1-1,2017-05-01,59.67679707442848
199-D1-1,2017-06-01,52.11452527472632
199-D1-1,2017-07-01,46.46017921551696
199-D1-1,2017-08-01,45.112469676512056
199-D1-1,2017-09-01,46.24773897302476
199-D1-1,2017-10-01,48.90314519628644
199-D1-1,2017-11-01,53.51209585386082
199-D1-1,2017-12-01,60.652129770240066
199-D1-1,2018-01-01,68.29648670676343
199-D1-1,2018-02-01,75.17326637547917
199-D1-1,2018-03-01,77.33825243803742
199-D1-1,2018-04-01,79.69639195309409
199-D1-1,2018-05-01,74.00250982282596
199-D1-1,2018-06-01,57.503293826788266
199-D1-1,2018-07-01,54.894034589305924
199-D1-1,2018-08-01,57.757772611573635
199-D1-1,2018-09-01,60.59379951769291
199-D1-1,2018-10-01,62.53360199090234
199-D1-1,2018-11-01,65.72227106875376
199-D1-1,2018-12-01,65.12202131683557
199-D1-1,2019-01-01,62.187871750721854
199-D1-1,2019-02-01,57.759892029484114
199-D1-1,2019-03-01,54.48299954128518
199-D1-1,2019-04-01,51.294340404098314
199-D1-1,2019-05-01,45.89356730537421
199-D1-1,2019-06-01,35.47111408879713
199-D1-1,2019-07-01,28.743652471404285
199-D1-1,2019-08-01,25.372358441893645
199-D1-1,2019-09-01,24.06123993461275
199-D1-1,2019-10-01,23.937732317472925
199-D1-1,2019-11-01,22.212897744631274
199-D1-1,2019-12-01,19.090429431420084
199-D1-1,2020-01-01,17.207188392390833
199-D1-1,2020-02-01,16.269365433003973
199-D1-1,2020-03-01,15.851976866282907
199-D1-1,2020-04-01,16.77457091941538
199-D1-1,2020-05-01,18.53712567722533
199-D1-1,2020-06-01,16.67762888744767
199-D1-1,2020-07-01,15.584608425309268
199-D1-1,2020-08-01,18.964717225427975
199-D1-1,2020-09-01,21.771603471243555
199-D1-1,2020-10-01,24.33156217050204
199-D1-1,2020-11-01,26.24169885405711
199-D1-1,2020-12-01,24.853081249036816
199-D1-1,2021-01-01,23.572645024408974
199-D1-1,2021-02-01,22.826982100907607
199-D1-1,2021-03-01,24.26162366161508
199-D1-1,2021-04-01,30.670429771191976
199-D1-1,2021-05-01,40.00153381962564
199-D1-1,2021-06-01,45.36659557614065
199-D1-1,2021-07-01,44.27204892456676
199-D1-1,2021-08-01,47.96995418347677
199-D1-1,2021-09-01,51.36330040829254
199-D1-1,2021-10-01,51.63897179091533
199-D1-1,2021-11-01,50.54820530712271
199-D1-1,2021-12-01,49.40982762999315
199-D1-1,2022-01-01,47.380650496868014
199-D1-1,2022-02-01,47.25397959688114
199-D1-1,2022-03-01,47.61861333845606
199-D1-1,2022-04-01,47.62013344612512
199-D1-1,2022-05-01,47.733064771602756
199-D1-1,2022-06-01,47.171461961360365
199-D1-1,2022-07-01,42.73843458657179
199-D1-1,2022-08-01,42.25743716875628
199-D1-1,2022-09-01,43.3906426132533
199-D1-1,2022-10-01,46.18950242844553
199-D1-1,2022-11-01,49.24348541760477
199-D1-1,2022-12-01,50.383782237149056
199-D1-1,2023-01-01,52.26788650882873
199-D1-1,2023-02-01,17.569646233169532
199-D1-1,2023-03-01,12.482899900074965
199-D1-1,2023-04-01,12.125138599160762
199-D1-1,2023-05-01,19.734268170793204
199-D1-1,2023-06-01,30.298580193939614
199-D1-1,2023-07-01,52.51675245007173
199-D1-1,2023-08-01,86.11281302411653
199-D1-1,2023-09-01,121.77810440891368
199-D1-1,2023-10-01,155.1756695567623
199-D2-11,2014-02-01,14.296031293960601
199-D2-11,2014-03-01,12.3493071004761
199-D2-11,2014-04-01,9.69081562745932
199-D2-11,2014-05-01,7.14088299706542
199-D2-11,2014-06-01,5.22891234287457
199-D2-11,2014-07-01,0.81433635471109
199-D2-11,2014-08-01,0.0320781675510134
199-D2-11,2014-09-01,0.0006931847095168899
199-D2-11,2014-10-01,1.4234623936372362e-05
199-D2-11,2014-11-01,1.6867133502392734e-07
199-D2-11,2014-12-01,1.7027129011222406e-09
199-D2-11,2015-01-01,2.2217732379034718e-11
199-D2-11,2015-02-01,2.3026893262886563e-13
199-D2-11,2015-03-01,3.136602234230898e-15
199-D2-11,2015-04-01,2.4850544752028693e-17
199-D2-11,2015-05-01,2.302442742446486e-19
199-D2-11,2015-06-01,1.5484877215165592e-21
199-D2-11,2015-07-01,1.3041661425218315e-23
199-D2-11,2015-08-01,8.078021066183576e-26
199-D2-11,2015-09-01,5.055115722564149e-28
199-D2-11,2015-10-01,3.23175080167128e-30
199-D2-11,2015-11-01,1.710471999748482e-32
199-D2-11,2015-12-01,1.279033093909094e-34
199-D2-11,2016-01-01,9.919900704437899e-37
199-D2-11,2016-02-01,8.92404307396942e-39
199-D2-11,2016-03-01,1.090792405139102e-40
199-D2-11,2016-04-01,0.0
199-D2-11,2016-05-01,0.0
199-D2-11,2016-06-01,0.0
199-D2-11,2016-07-01,0.0
199-D2-11,2016-08-01,0.0
199-D2-11,2016-09-01,0.0
199-D2-11,2016-10-01,0.0
199-D2-11,2016-11-01,0.0
199-D2-11,2016-12-01,0.0
199-D2-11,2017-01-01,0.0
199-D2-11,2017-02-01,0.0
199-D2-11,2017-03-01,0.0
199-D2-11,2017-04-01,0.0
199-D2-11,2017-05-01,0.0
199-D2-11,2017-06-01,0.0
199-D2-11,2017-07-01,0.0
199-D2-11,2017-08-01,0.0
199-D2-11,2017-09-01,0.0
199-D2-11,2017-10-01,0.0
199-D2-11,2017-11-01,0.0
199-D2-11,2017-12-01,0.0
