144,0,,,,,,,,,,,,,
NAME,XW,YW,NNODES,LOSSTYPE,PUMPLOC,Qlimit,PPFLAG,PUMPCAP,ScrnCorrFac,Ztop,Zbot,Rw,Group,ISTRTSP
199-H1-33_E_HX,576833.29,153716.23,-1,THIEM,0,1,0,0,0,119.0766,114.5046,0.0762,7,0
199-H1-33_I_HX,576833.29,153716.23,-1,THIEM,0,1,0,0,0,119.0766,114.5046,0.0762,7,0
199-H1-34_E_HX,576883.13,153667.06,-1,THIEM,0,1,0,0,0,118.46952,113.89752,0.0762,7,0
199-H1-34_I_HX,576883.13,153667.06,-1,THIEM,0,1,0,0,0,118.46952,113.89752,0.0762,7,0
199-H1-35_E_HX,576958.26,153628.14,-1,THIEM,0,1,0,0,0,117.7986,113.2266,0.0762,7,0
199-H1-36_E_HX,576885.62,153486.51,-1,THIEM,0,1,0,0,0,118.4456,113.8736,0.0762,7,0
199-H1-37_E_HX,577106.92,153641.63,-1,THIEM,0,1,0,0,0,118.277648,113.696504,0.0762,7,0
199-H1-38_E_HX,577161,153555.01,-1,THIEM,0,1,0,0,0,118.156704,113.581656,0.0762,7,0
199-H1-39_E_HX,577223.54,153533.4,-1,THIEM,0,1,0,0,0,118.5566,113.9846,0.0762,7,0
199-H1-4_E_HX,575826.78,153366.87,-1,THIEM,0,1,0,0,0,118.365144,115.317144,0.0762,7,0
199-H1-40_E_HX,577279.34,153500.19,-1,THIEM,0,1,0,0,0,118.9406,114.3686,0.0762,7,0
199-H1-42_E_HX,577127.18,153391.65,-1,THIEM,0,1,0,0,0,116.043976,112.992928,0.0762,7,0
199-H1-43_E_HX,577213.74,153384.28,-1,THIEM,0,1,0,0,0,115.5944,112.5464,0.0762,7,0
199-H1-45_E_HX,577240.96,153062.41,-1,THIEM,0,1,0,0,0,116.050472,111.472376,0.0762,7,0
199-H1-46_E_HX,576986.9,153456.95,-1,THIEM,0,1,0,0,0,119.582224,111.946984,0.127,7,0
199-H1-47_E_HX,577185.49,153309.63,-1,THIEM,0,1,0,0,0,118.93516,112.83916,0.0762,7,0
199-H1-48_E_HX,577185.11,153237.89,-1,THIEM,0,1,0,0,0,119.171328,113.075328,0.0762,7,0
199-H1-49_E_HX,577249.67,153144.38,-1,THIEM,0,1,0,0,0,119.125384,111.505384,0.0762,7,0
199-H1-5_E_DX,574850.72,153090.3,-1,THIEM,0,1,0,0,0,119.091816,111.46572,0.0762,1,0
199-H1-5_I_DX,574850.72,153090.3,-1,THIEM,0,1,0,0,0,119.091816,111.46572,0.0762,1,0
199-H1-51_E_HX,576724.88,153595.73,-1,THIEM,0,1,0,0,0,117.343,114.304,0.0762,7,0
199-H1-6_E_HX,576037.81,153745.74,-1,THIEM,0,1,0,0,0,117.552872,114.504872,0.0762,7,0
199-H1-6_I_HX,576037.81,153745.74,-1,THIEM,0,1,0,0,0,117.5529,114.5049,0.0762,7,0
199-H3-21_E_HX,578127.91,152630.66,-1,THIEM,0,1,0,0,0,116.50364,111.93164,0.0762,7,0
199-H3-25_E_HX,577410.36,152978.49,-1,THIEM,0,1,0,0,0,117.5192,111.4202,0.0762,7,0
199-H3-25_I_HX,577410.36,152978.49,-1,THIEM,0,1,0,0,0,117.51924,111.420192,0.0762,7,0
199-H3-26_E_HX,577440.83,152846.5,-1,THIEM,0,1,0,0,0,116.6472,112.0691,0.0762,7,0
199-H3-26_I_HX,577440.83,152846.5,-1,THIEM,0,1,0,0,0,116.647192,112.069096,0.0762,7,0
199-H3-27_I_HX,577567.05,152811.14,-1,THIEM,0,1,0,0,0,117.450256,111.357304,0.0762,7,0
199-H3-4_E_HX,577544.287,152293.21,-1,THIEM,0,1,0,0,0,120.0602,112.4402,0.0762,7,0
199-H3-4_I_HX,577544.287,152293.21,-1,THIEM,0,1,0,0,0,120.0602,112.4402,0.0762,7,0
199-H4-14_I_HX,577803.747,152752.359,-1,THIEM,0,1,0,0,0,117.0283561,112.4563561,0.0762,7,0
199-H4-15A_E_HX,577904.313,153053.42,-1,THIEM,0,1,0,0,0,116.6150829,112.0430829,0.0762,7,0
199-H4-17_I_HX,577779.175,153037.635,-1,THIEM,0,1,0,0,0,117.6899756,114.6419756,0.0762,7,0
199-H4-18_I_HX,578018.292,152756.478,-1,THIEM,0,1,0,0,0,116.909,113.861,0.0762,7,0
199-H4-4_E_HX,578060.859,152853.956,-1,THIEM,0,1,0,0,0,116.7772829,113.7292829,0.0762,7,0
199-H4-63_E_HX,578185.825,152665.531,-1,THIEM,0,1,0,0,0,116.522616,110.43576,0.0762,7,0
199-H4-64_E_HX,577946.11,153010.582,-1,THIEM,0,1,0,0,0,118.64436,112.54836,0.0762,7,0
199-H4-69_E_HX,578014.05,152686.66,-1,THIEM,0,1,0,0,0,115.4404,112.389352,0.0762,7,0
199-H4-70_E_HX,578003.82,152646.45,-1,THIEM,0,1,0,0,0,115.888,112.84,0.0762,7,0
199-H4-71_I_HX,578010.64,152581.53,-1,THIEM,0,1,0,0,0,116.055808,111.474664,0.0762,7,0
199-H4-72_I_HX,578036.28,152500.14,-1,THIEM,0,1,0,0,0,116.205096,111.627,0.0762,7,0
199-H4-73_I_HX,577940.58,152369.98,-1,THIEM,0,1,0,0,0,116.1294,110.027304,0.0762,7,0
199-H4-74_E_HX,577239.07,152268.83,-1,THIEM,0,1,0,0,0,118.3446,113.7726,0.0762,7,0
199-H4-74_I_HX,577239.07,152268.83,-1,THIEM,0,1,0,0,0,118.3446,113.7726,0.0762,7,0
199-H4-75_E_HX,577212.36,152704.64,-1,THIEM,0,1,0,0,0,118.0264,113.4544,0.0762,7,0
199-H4-76_E_HX,576787.32,152976.85,-1,THIEM,0,1,0,0,0,118.3774,115.3294,0.0762,7,0
199-H4-77_E_HX,576487.79,152975.43,-1,THIEM,0,1,0,0,0,117.951424,114.906472,0.0762,7,0
199-H4-77_I_HX,576487.79,152975.43,-1,THIEM,0,1,0,0,0,117.951424,114.906472,0.0762,7,0
199-H4-78_I_HX,576168.23,152166.12,-1,THIEM,0,1,0,0,0,117.9606,111.8646,0.0762,7,0
199-H4-79_I_HX,575659.13,151989.31,-1,THIEM,0,1,0,0,0,119.387368,113.294416,0.0762,7,0
199-H4-80_E_DX,575238.97,152568.16,-1,THIEM,0,1,0,0,0,119.83324,109.16524,0.0762,1,0
199-H4-80_I_DX,575238.97,152568.16,-1,THIEM,0,1,0,0,0,119.83324,109.16524,0.0762,1,0
199-H4-81_E_DX,575236.93,153035.36,-1,THIEM,0,1,0,0,0,119.150248,113.0512,0.0762,1,0
199-H4-82_E_DX,574906.99,152677.72,-1,THIEM,0,1,0,0,0,119.647232,113.575616,0.0762,1,0
199-H4-82_I_DX,574906.99,152677.72,-1,THIEM,0,1,0,0,0,119.647232,113.575616,0.0762,1,0
199-H4-86_E_HX,577704.55,152745.65,-1,THIEM,0,1,0,0,0,118.420808,110.794712,0.0762,7,0
199-H4-92_E_HX,576723.3,152233.84,-1,THIEM,0,1,0,0,0,118.215584,110.5712,0.127,7,0
199-H4-93_E_HX,577025.75,152703.33,-1,THIEM,0,1,0,0,0,119.9809,112.3609,0.127,7,0
199-H5-16_E_HX,576906.8,151646.31,-1,THIEM,0,1,0,0,0,118.744744,110.880904,0.127,7,0
199-H6-2_E_HX,577886.5,152194.11,-1,THIEM,0,1,0,0,0,116.8889,113.8409,0.0762,7,0
199-H6-2_I_HX,577886.5,152194.11,-1,THIEM,0,1,0,0,0,116.888912,113.840912,0.0762,7,0
199-H6-7_I_HX,577704.08,151478.02,-1,THIEM,0,1,0,0,0,121.4046,115.3086,0.0762,7,0
199-H6-8_I_HX,578205.59,151928.15,-1,THIEM,0,1,0,0,0,116.664,107.5139,0.0762,7,0
699-90-45B_I_HX,576441.52,150967,-1,THIEM,0,1,0,0,0,129.464,110.646,0.0762,7,0
699-90-47B_I_DX,575298.23,150951.48,-1,THIEM,0,1,0,0,0,129.895,110.991,0.0762,1,0
699-93-48C_I_DX,575312.1,151729,-1,THIEM,0,1,0,0,0,120.9317,111.7603,0.0762,1,0
699-95-45B_I_HX,576366,152780,-1,THIEM,0,1,0,0,0,120.657,114.561,0.0762,7,0
699-97-47C_I_HX,575286.11,153609.32,-1,THIEM,0,1,0,0,0,118.126184,115.072088,0.0762,7,0
